symbol,name,time,epsEstimate,reportedEps,suprise,date
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-05-26
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-05-26
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-05-26
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-05-26
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-05-26
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-05-26
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-05-26
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-05-26
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-05-26
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-05-26
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-05-26
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-05-26
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-05-26
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-05-26
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-05-26
WB,Weibo Corp,TAS,0.59,-,-,2019-05-26
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-05-26
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-05-26
TWER,Towerstream Corp,After Market Close,-,-,-,2019-05-26
SINA,SINA Corp,TAS,0.47,-,-,2019-05-26
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-05-26
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-05-26
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-05-26
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-05-26
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-05-26
FN,Fabrinet,After Market Close,0.94,-,-,2019-05-26
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-05-26
XYF,X Financial,Before Market Open,0.22,-,-,2019-05-26
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-05-26
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-05-26
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-05-26
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-05-26
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-05-26
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-05-26
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-05-26
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-05-26
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-05-26
IGOI,iGO Inc,After Market Close,-,-,-,2019-05-26
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-05-26
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-05-26
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-05-26
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-05-26
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-05-26
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-05-26
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-05-27
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-05-27
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-05-27
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-05-27
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-05-27
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-05-27
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-05-27
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-05-27
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-05-27
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-05-27
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-05-27
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-05-27
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-05-27
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-05-27
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-05-27
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-05-27
WB,Weibo Corp,TAS,0.59,-,-,2019-05-27
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-05-27
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-05-27
TWER,Towerstream Corp,After Market Close,-,-,-,2019-05-27
SINA,SINA Corp,TAS,0.47,-,-,2019-05-27
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-05-27
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-05-27
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-05-27
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-05-27
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-05-27
FN,Fabrinet,After Market Close,0.94,-,-,2019-05-27
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-05-27
XYF,X Financial,Before Market Open,0.22,-,-,2019-05-27
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-05-27
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-05-27
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-05-27
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-05-27
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-05-27
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-05-27
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-05-27
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-05-27
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-05-27
IGOI,iGO Inc,After Market Close,-,-,-,2019-05-27
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-05-27
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-05-27
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-05-27
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-05-27
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-05-27
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-05-27
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-05-28
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-05-28
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-05-28
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-05-28
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-05-28
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-05-28
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-05-28
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-05-28
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-05-28
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-05-28
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-05-28
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-05-28
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-05-28
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-05-28
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-05-28
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-05-28
WB,Weibo Corp,TAS,0.59,-,-,2019-05-28
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-05-28
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-05-28
TWER,Towerstream Corp,After Market Close,-,-,-,2019-05-28
SINA,SINA Corp,TAS,0.47,-,-,2019-05-28
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-05-28
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-05-28
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-05-28
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-05-28
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-05-28
FN,Fabrinet,After Market Close,0.94,-,-,2019-05-28
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-05-28
XYF,X Financial,Before Market Open,0.22,-,-,2019-05-28
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-05-28
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-05-28
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-05-28
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-05-28
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-05-28
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-05-28
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-05-28
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-05-28
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-05-28
IGOI,iGO Inc,After Market Close,-,-,-,2019-05-28
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-05-28
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-05-28
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-05-28
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-05-28
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-05-28
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-05-28
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-05-29
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-05-29
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-05-29
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-05-29
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-05-29
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-05-29
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-05-29
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-05-29
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-05-29
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-05-29
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-05-29
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-05-29
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-05-29
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-05-29
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-05-29
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-05-29
WB,Weibo Corp,TAS,0.59,-,-,2019-05-29
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-05-29
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-05-29
TWER,Towerstream Corp,After Market Close,-,-,-,2019-05-29
SINA,SINA Corp,TAS,0.47,-,-,2019-05-29
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-05-29
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-05-29
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-05-29
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-05-29
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-05-29
FN,Fabrinet,After Market Close,0.94,-,-,2019-05-29
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-05-29
XYF,X Financial,Before Market Open,0.22,-,-,2019-05-29
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-05-29
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-05-29
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-05-29
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-05-29
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-05-29
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-05-29
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-05-29
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-05-29
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-05-29
IGOI,iGO Inc,After Market Close,-,-,-,2019-05-29
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-05-29
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-05-29
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-05-29
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-05-29
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-05-29
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-05-29
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-01
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-01
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-01
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-01
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-01
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-01
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-01
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-01
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-01
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-01
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-01
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-01
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-01
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-01
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-01
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-01
WB,Weibo Corp,TAS,0.59,-,-,2019-06-01
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-01
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-01
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-01
SINA,SINA Corp,TAS,0.47,-,-,2019-06-01
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-01
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-01
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-01
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-01
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-01
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-01
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-01
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-01
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-01
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-01
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-01
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-01
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-01
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-01
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-01
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-01
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-01
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-01
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-01
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-01
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-01
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-01
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-01
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-01
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-02
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-02
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-02
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-02
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-02
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-02
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-02
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-02
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-02
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-02
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-02
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-02
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-02
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-02
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-02
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-02
WB,Weibo Corp,TAS,0.59,-,-,2019-06-02
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-02
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-02
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-02
SINA,SINA Corp,TAS,0.47,-,-,2019-06-02
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-02
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-02
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-02
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-02
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-02
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-02
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-02
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-02
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-02
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-02
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-02
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-02
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-02
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-02
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-02
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-02
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-02
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-02
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-02
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-02
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-02
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-02
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-02
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-02
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-03
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-03
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-03
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-03
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-03
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-03
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-03
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-03
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-03
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-03
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-03
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-03
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-03
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-03
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-03
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-03
WB,Weibo Corp,TAS,0.59,-,-,2019-06-03
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-03
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-03
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-03
SINA,SINA Corp,TAS,0.47,-,-,2019-06-03
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-03
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-03
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-03
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-03
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-03
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-03
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-03
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-03
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-03
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-03
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-03
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-03
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-03
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-03
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-03
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-03
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-03
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-03
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-03
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-03
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-03
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-03
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-03
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-03
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-04
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-04
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-04
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-04
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-04
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-04
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-04
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-04
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-04
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-04
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-04
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-04
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-04
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-04
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-04
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-04
WB,Weibo Corp,TAS,0.59,-,-,2019-06-04
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-04
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-04
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-04
SINA,SINA Corp,TAS,0.47,-,-,2019-06-04
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-06-04
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-06-04
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-06-04
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-06-04
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-06-04
FN,Fabrinet,After Market Close,0.94,-,-,2019-06-04
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-06-04
XYF,X Financial,Before Market Open,0.22,-,-,2019-06-04
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-06-04
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-06-04
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-06-04
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-06-04
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-06-04
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-06-04
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-06-04
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-06-04
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-06-04
IGOI,iGO Inc,After Market Close,-,-,-,2019-06-04
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-06-04
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-06-04
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-06-04
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-06-04
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-06-04
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-06-04
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-06-05
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-06-05
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-06-05
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-06-05
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-06-05
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-06-05
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-06-05
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-06-05
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-06-05
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-06-05
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-06-05
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-06-05
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-06-05
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-06-05
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-06-05
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-06-05
WB,Weibo Corp,TAS,0.59,-,-,2019-06-05
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-06-05
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-06-05
TWER,Towerstream Corp,After Market Close,-,-,-,2019-06-05
SINA,SINA Corp,TAS,0.47,-,-,2019-06-05
